GENDER,TRM_CDE,Dept,Delivery,ATH_TEAM_MEMBR,Grade,HRS_ATTEMPTED,HRS_EARNED,career_gpa,sum,Average_CreditsperYear,count
M,QF,CM   ,EU,N ,P,0,0.0,2.87,160.0,40.0,72
M,QF,CM   ,EU,N ,N,0,0.0,2.87,160.0,40.0,72
M,QF,CS   ,EU,N ,B+,1,1.0,2.87,160.0,40.0,72
M,QF,FA   ,EU,N ,C,3,3.0,2.87,160.0,40.0,72
M,QF,NT   ,EU,N ,B,3,3.0,2.87,160.0,40.0,72
M,QF,PHL  ,EU,N ,B,3,3.0,2.87,160.0,40.0,72
M,QF,WR   ,EU,N ,B,3,3.0,2.87,160.0,40.0,72
M,QS,CIS  ,EU,N ,A-,3,3.0,2.87,160.0,40.0,72
M,QS,CM   ,EU,N ,P,0,0.0,2.87,160.0,40.0,72
M,QS,GEOL ,EU,N ,C+,4,4.0,2.87,160.0,40.0,72
M,QS,GS   ,EU,N ,D,3,3.0,2.87,160.0,40.0,72
M,QS,H    ,EU,N ,C,3,3.0,2.87,160.0,40.0,72
M,QS,MATH ,EU,N ,B,3,3.0,2.87,160.0,40.0,72
M,QS,PE   ,EU,N ,A+,1,1.0,2.87,160.0,40.0,72
M,QW,CM   ,EU,N ,N,0,0.0,2.87,160.0,40.0,72
M,QW,MCP  ,EU,N ,B,1,1.0,2.87,160.0,40.0,72
M,QW,PE   ,EU,N ,A+,1,1.0,2.87,160.0,40.0,72
M,QW,PHL  ,EU,N ,B,3,3.0,2.87,160.0,40.0,72
M,QW,PS   ,EU,N ,B+,3,3.0,2.87,160.0,40.0,72
M,QW,WR   ,OL,N ,C+,3,3.0,2.87,160.0,40.0,72
M,QF,BUS  ,EU,N ,B+,3,3.0,2.87,160.0,40.0,72
M,QF,BUS  ,EU,N ,C-,3,3.0,2.87,160.0,40.0,72
M,QF,CM   ,EU,N ,P,0,0.0,2.87,160.0,40.0,72
M,QF,H    ,EU,N ,P,3,3.0,2.87,160.0,40.0,72
M,QF,MATH ,EU,N ,B-,3,3.0,2.87,160.0,40.0,72
M,QW,C    ,EU,N ,A,3,3.0,2.87,160.0,40.0,72
M,QW,CM   ,EU,N ,N,0,0.0,2.87,160.0,40.0,72
M,QW,H    ,EU,N ,P,3,3.0,2.87,160.0,40.0,72
M,QW,MG   ,EU,N ,B+,1,1.0,2.87,160.0,40.0,72
M,QW,NT   ,OL,N ,C+,3,3.0,2.87,160.0,40.0,72
M,QW,OT   ,EU,N ,C,3,3.0,2.87,160.0,40.0,72
M,QF,ACTG ,EU,N ,A,3,3.0,2.87,160.0,40.0,72
M,QF,BTH  ,EU,N ,F,3,3.0,2.87,160.0,40.0,72
M,QF,BUS  ,EU,N ,C+,3,3.0,2.87,160.0,40.0,72
M,QF,C    ,EU,N ,B,3,3.0,2.87,160.0,40.0,72
M,QF,CM   ,EU,N ,P,0,0.0,2.87,160.0,40.0,72
M,QF,EC   ,EU,N ,C,3,3.0,2.87,160.0,40.0,72
M,QF,MG   ,IS,N ,A,1,1.0,2.87,160.0,40.0,72
M,QS,BUS  ,EU,N ,A-,3,3.0,2.87,160.0,40.0,72
M,QS,BUS  ,EU,N ,B-,3,3.0,2.87,160.0,40.0,72
M,QS,BUS  ,EU,N ,B,3,3.0,2.87,160.0,40.0,72
M,QS,CM   ,EU,N ,P,0,0.0,2.87,160.0,40.0,72
M,QS,EC   ,EU,N ,B,3,3.0,2.87,160.0,40.0,72
M,QW,ACTG ,EU,N ,B,3,3.0,2.87,160.0,40.0,72
M,QW,BTH  ,EU,N ,C,3,3.0,2.87,160.0,40.0,72
M,QW,BTH  ,OL,N ,D,3,3.0,2.87,160.0,40.0,72
M,QW,C    ,EU,N ,C+,3,3.0,2.87,160.0,40.0,72
M,QW,CM   ,EU,N ,P,0,0.0,2.87,160.0,40.0,72
M,QW,EN   ,EU,N ,C,3,3.0,2.87,160.0,40.0,72
M,QW,PSY  ,EU,N ,C+,3,3.0,2.87,160.0,40.0,72
M,FA,BUS  ,EU,N ,B,3,3.0,2.87,160.0,40.0,72
M,FA,BUS  ,EU,N ,B+,3,3.0,2.87,160.0,40.0,72
M,FA,CM   ,EU,N ,P,0,0.0,2.87,160.0,40.0,72
M,FA,CM   ,EU,N ,P,0,0.0,2.87,160.0,40.0,72
M,FA,MATH ,EU,N ,C+,3,3.0,2.87,160.0,40.0,72
M,FA,SOC  ,EU,N ,B+,3,3.0,2.87,160.0,40.0,72
M,SP,BUS  ,EU,N ,A,3,3.0,2.87,160.0,40.0,72
M,SP,BUS  ,EU,N ,A,3,3.0,2.87,160.0,40.0,72
M,SP,BUS  ,EU,N ,B,3,3.0,2.87,160.0,40.0,72
M,SP,CM   ,EU,N ,P,0,0.0,2.87,160.0,40.0,72
M,SP,COMM ,EU,N ,A-,3,3.0,2.87,160.0,40.0,72
M,FA,BTH  ,EU,N ,B,3,3.0,2.87,160.0,40.0,72
M,FA,BUS  ,EU,N ,B,3,3.0,2.87,160.0,40.0,72
M,FA,BUS  ,EU,N ,B,3,3.0,2.87,160.0,40.0,72
M,FA,BUS  ,EU,N ,P,3,3.0,2.87,160.0,40.0,72
M,FA,CM   ,EU,N ,N,0,0.0,2.87,160.0,40.0,72
M,SP,BUS  ,EU,N ,A,3,3.0,2.87,160.0,40.0,72
M,SP,BUS  ,EU,N ,P,3,3.0,2.87,160.0,40.0,72
M,SP,BUS  ,EU,N ,A,3,3.0,2.87,160.0,40.0,72
M,SP,MIS  ,EU,N ,A-,3,3.0,2.87,160.0,40.0,72
F,QF,C    ,EU,N ,A,3,3.0,3.69,172.0,43.0,77
F,QF,CM   ,EU,N ,P,0,0.0,3.69,172.0,43.0,77
F,QF,CS   ,EU,N ,A,1,1.0,3.69,172.0,43.0,77
F,QF,PHL  ,EU,N ,A-,3,3.0,3.69,172.0,43.0,77
F,QF,PSY  ,EU,N ,A+,3,3.0,3.69,172.0,43.0,77
F,QF,WR   ,EU,N ,A-,3,3.0,3.69,172.0,43.0,77
F,QS,CIS  ,EU,N ,A+,3,3.0,3.69,172.0,43.0,77
F,QS,CM   ,EU,N ,P,0,0.0,3.69,172.0,43.0,77
F,QS,FA   ,EU,N ,A-,3,3.0,3.69,172.0,43.0,77
F,QS,MATH ,EU,N ,A,3,3.0,3.69,172.0,43.0,77
F,QS,MCP  ,EU,N ,A,1,1.0,3.69,172.0,43.0,77
F,QS,OT   ,OL,N ,A,3,3.0,3.69,172.0,43.0,77
F,QS,PSY  ,EU,N ,A,2,2.0,3.69,172.0,43.0,77
F,QS,PSY  ,EU,N ,B,1,1.0,3.69,172.0,43.0,77
F,QW,BUS  ,EU,N ,A,3,3.0,3.69,172.0,43.0,77
F,QW,CM   ,EU,N ,P,0,0.0,3.69,172.0,43.0,77
F,QW,MATH ,EU,N ,A,3,3.0,3.69,172.0,43.0,77
F,QW,NT   ,EU,N ,A-,3,3.0,3.69,172.0,43.0,77
F,QW,SOC  ,EU,N ,A,3,3.0,3.69,172.0,43.0,77
F,QW,WR   ,OL,N ,B+,3,3.0,3.69,172.0,43.0,77
F,QF,BUS  ,EU,N ,B+,3,3.0,3.69,172.0,43.0,77
F,QF,BUS  ,EU,N ,B,3,3.0,3.69,172.0,43.0,77
F,QF,CM   ,EU,N ,P,0,0.0,3.69,172.0,43.0,77
F,QF,EC   ,EU,N ,A,3,3.0,3.69,172.0,43.0,77
F,QF,H    ,EU,N ,A,3,3.0,3.69,172.0,43.0,77
F,QF,NT   ,EU,N ,A-,3,3.0,3.69,172.0,43.0,77
F,QS,ANTH ,EU,N ,B,3,3.0,3.69,172.0,43.0,77
F,QS,C    ,OL,N ,B-,3,3.0,3.69,172.0,43.0,77
F,QS,CM   ,EU,N ,P,0,0.0,3.69,172.0,43.0,77
F,QS,CM   ,EU,N ,N,0,0.0,3.69,172.0,43.0,77
F,QS,GEOL ,EU,N ,B,4,4.0,3.69,172.0,43.0,77
F,QS,NT   ,EU,N ,B+,3,3.0,3.69,172.0,43.0,77
F,QS,OT   ,EU,N ,A-,3,3.0,3.69,172.0,43.0,77
F,QW,CM   ,EU,N ,P,0,0.0,3.69,172.0,43.0,77
F,QW,CM   ,EU,N ,P,0,0.0,3.69,172.0,43.0,77
F,QW,EN   ,EU,N ,A+,3,3.0,3.69,172.0,43.0,77
F,QW,H    ,EU,N ,A-,3,3.0,3.69,172.0,43.0,77
F,QW,NT   ,EU,N ,A-,3,3.0,3.69,172.0,43.0,77
F,QW,PHL  ,EU,N ,A,3,3.0,3.69,172.0,43.0,77
F,QW,PS   ,EU,N ,A+,3,3.0,3.69,172.0,43.0,77
F,QF,ACTG ,EU,N ,A-,3,3.0,3.69,172.0,43.0,77
F,QF,BTH  ,EU,N ,A-,3,3.0,3.69,172.0,43.0,77
F,QF,BTH  ,EU,N ,A-,3,3.0,3.69,172.0,43.0,77
F,QF,BUS  ,EU,N ,A-,3,3.0,3.69,172.0,43.0,77
F,QF,C    ,EU,N ,A,3,3.0,3.69,172.0,43.0,77
F,QF,CM   ,EU,N ,P,0,0.0,3.69,172.0,43.0,77
F,QF,CM   ,EU,N ,P,0,0.0,3.69,172.0,43.0,77
F,QS,BTH  ,EU,N ,A-,3,3.0,3.69,172.0,43.0,77
F,QS,BUS  ,EU,N ,B,3,3.0,3.69,172.0,43.0,77
F,QS,BUS  ,EU,N ,P,3,3.0,3.69,172.0,43.0,77
F,QS,CM   ,EU,N ,P,0,0.0,3.69,172.0,43.0,77
F,QS,EC   ,EU,N ,B,3,3.0,3.69,172.0,43.0,77
F,QS,GS   ,EU,N ,A-,3,3.0,3.69,172.0,43.0,77
F,QS,H    ,EU,N ,B,3,3.0,3.69,172.0,43.0,77
F,QW,ACTG ,EU,N ,A,3,3.0,3.69,172.0,43.0,77
F,QW,BTH  ,EU,N ,B,3,3.0,3.69,172.0,43.0,77
F,QW,BTH  ,EU,N ,B+,3,3.0,3.69,172.0,43.0,77
F,QW,BTH  ,EU,N ,B+,3,3.0,3.69,172.0,43.0,77
F,QW,BUS  ,EU,N ,A,3,3.0,3.69,172.0,43.0,77
F,QW,BUS  ,EU,N ,P,2,2.0,3.69,172.0,43.0,77
F,QW,CM   ,EU,N ,P,0,0.0,3.69,172.0,43.0,77
F,FA,ACTG ,EU,N ,A-,3,3.0,3.69,172.0,43.0,77
F,FA,ACTG ,EU,N ,A,3,3.0,3.69,172.0,43.0,77
F,FA,ACTG ,EU,N ,A,3,3.0,3.69,172.0,43.0,77
F,FA,BTH  ,EU,N ,B,3,3.0,3.69,172.0,43.0,77
F,FA,BUS  ,EU,N ,P,3,3.0,3.69,172.0,43.0,77
F,FA,CM   ,EU,N ,P,0,0.0,3.69,172.0,43.0,77
F,FA,CM   ,EU,N ,P,0,0.0,3.69,172.0,43.0,77
F,FA,PER  ,EU,N ,A,1,1.0,3.69,172.0,43.0,77
F,SP,ACTG ,EU,N ,A,3,3.0,3.69,172.0,43.0,77
F,SP,ACTG ,EU,N ,A-,3,3.0,3.69,172.0,43.0,77
F,SP,BTH  ,EU,N ,A,3,3.0,3.69,172.0,43.0,77
F,SP,BUS  ,EU,N ,A,3,3.0,3.69,172.0,43.0,77
F,SP,BUS  ,EU,N ,A,3,3.0,3.69,172.0,43.0,77
F,SP,PER  ,EU,N ,A,1,1.0,3.69,172.0,43.0,77
M,QF,CM   ,EU,N ,P,0,0.0,3.68,168.0,42.0,69
M,QF,CS   ,EU,N ,A,1,1.0,3.68,168.0,42.0,69
M,QF,H    ,EU,N ,A,3,3.0,3.68,168.0,42.0,69
M,QF,NT   ,EU,N ,A,3,3.0,3.68,168.0,42.0,69
M,QF,WR   ,EU,N ,A,3,3.0,3.68,168.0,42.0,69
M,QS,ANTH ,EU,N ,A-,3,3.0,3.68,168.0,42.0,69
M,QS,CM   ,EU,N ,P,0,0.0,3.68,168.0,42.0,69
M,QS,GEOL ,EU,N ,A,4,4.0,3.68,168.0,42.0,69
M,QS,MATH ,EU,N ,A-,3,3.0,3.68,168.0,42.0,69
M,QS,PHL  ,EU,N ,A,3,3.0,3.68,168.0,42.0,69
M,QW,BUS  ,EU,N ,A+,3,3.0,3.68,168.0,42.0,69
M,QW,CM   ,EU,N ,P,0,0.0,3.68,168.0,42.0,69
M,QW,H    ,EU,N ,B+,3,3.0,3.68,168.0,42.0,69
M,QW,M    ,EU,N ,B+,3,3.0,3.68,168.0,42.0,69
M,QW,MATH ,EU,N ,A,3,3.0,3.68,168.0,42.0,69
M,QW,OT   ,EU,N ,A-,3,3.0,3.68,168.0,42.0,69
M,QW,WR   ,OL,N ,B-,3,3.0,3.68,168.0,42.0,69
M,QF,BUS  ,EU,N ,A-,3,3.0,3.68,168.0,42.0,69
M,QF,CIS  ,EU,N ,A+,3,3.0,3.68,168.0,42.0,69
M,QF,EC   ,EU,N ,A,3,3.0,3.68,168.0,42.0,69
M,QF,H    ,EU,N ,A-,3,3.0,3.68,168.0,42.0,69
M,QS,ANTH ,EU,N ,A,3,3.0,3.68,168.0,42.0,69
M,QS,C    ,EU,N ,A-,3,3.0,3.68,168.0,42.0,69
M,QS,CM   ,EU,N ,P,0,0.0,3.68,168.0,42.0,69
M,QS,GS   ,EU,N ,B,3,3.0,3.68,168.0,42.0,69
M,QS,PHL  ,EU,N ,A,3,3.0,3.68,168.0,42.0,69
M,QW,C    ,EU,N ,A,3,3.0,3.68,168.0,42.0,69
M,QW,CM   ,EU,N ,P,0,0.0,3.68,168.0,42.0,69
M,QW,EN   ,EU,N ,A-,3,3.0,3.68,168.0,42.0,69
M,QW,GEOL ,EU,N ,A,4,4.0,3.68,168.0,42.0,69
M,QW,PSY  ,EU,N ,A,3,3.0,3.68,168.0,42.0,69
M,QF,ACTG ,EU,N ,B,3,3.0,3.68,168.0,42.0,69
M,QF,BTH  ,EU,N ,A,3,3.0,3.68,168.0,42.0,69
M,QF,BUS  ,EU,N ,B+,3,3.0,3.68,168.0,42.0,69
M,QF,BUS  ,EU,N ,B+,3,3.0,3.68,168.0,42.0,69
M,QF,C    ,EU,N ,B,3,3.0,3.68,168.0,42.0,69
M,QF,CM   ,EU,N ,P,0,0.0,3.68,168.0,42.0,69
M,QS,BUS  ,EU,N ,A-,3,3.0,3.68,168.0,42.0,69
M,QS,BUS  ,EU,N ,B+,3,3.0,3.68,168.0,42.0,69
M,QS,BUS  ,EU,N ,A,3,3.0,3.68,168.0,42.0,69
M,QS,BUS  ,EU,N ,B-,3,3.0,3.68,168.0,42.0,69
M,QS,C    ,EU,N ,B+,3,3.0,3.68,168.0,42.0,69
M,QS,CM   ,EU,N ,P,0,0.0,3.68,168.0,42.0,69
M,QS,EC   ,EU,N ,A,3,3.0,3.68,168.0,42.0,69
M,QU,BUS  ,EU,N ,P,6,6.0,3.68,168.0,42.0,69
M,QW,ACTG ,EU,N ,A,3,3.0,3.68,168.0,42.0,69
M,QW,BTH  ,EU,N ,A,3,3.0,3.68,168.0,42.0,69
M,QW,BTH  ,EU,N ,A,3,3.0,3.68,168.0,42.0,69
M,QW,BUS  ,EU,N ,A-,3,3.0,3.68,168.0,42.0,69
M,QW,BUS  ,EU,N ,A-,3,3.0,3.68,168.0,42.0,69
M,QW,CM   ,EU,N ,P,0,0.0,3.68,168.0,42.0,69
M,FA,BUS  ,EU,N ,B+,3,3.0,3.68,168.0,42.0,69
M,FA,BUS  ,EU,N ,A-,1,1.0,3.68,168.0,42.0,69
M,FA,CHEM ,EU,N ,A-,5,5.0,3.68,168.0,42.0,69
M,FA,CM   ,EU,N ,P,0,0.0,3.68,168.0,42.0,69
M,FA,CM   ,EU,N ,P,0,0.0,3.68,168.0,42.0,69
M,FA,COMM ,EU,N ,A,3,3.0,3.68,168.0,42.0,69
M,FA,MCG  ,EU,N ,A-,1,1.0,3.68,168.0,42.0,69
M,FA,PE   ,EU,N ,P,1,1.0,3.68,168.0,42.0,69
M,FA,PHYS ,EU,N ,A-,4,4.0,3.68,168.0,42.0,69
M,SP,BTH  ,EU,N ,A,3,3.0,3.68,168.0,42.0,69
M,SP,BUS  ,EU,N ,B+,3,3.0,3.68,168.0,42.0,69
M,SP,BUS  ,EU,N ,A,3,3.0,3.68,168.0,42.0,69
M,SP,BUS  ,EU,N ,A,3,3.0,3.68,168.0,42.0,69
M,SP,CHEM ,EU,N ,B,5,5.0,3.68,168.0,42.0,69
M,SP,CM   ,EU,N ,P,0,0.0,3.68,168.0,42.0,69
M,SP,PE   ,EU,N ,P,1,1.0,3.68,168.0,42.0,69
F,QF,CIS  ,EU,N ,A+,3,3.0,3.8,344.0,86.0,204
F,QF,CIS  ,EU,N ,A+,3,3.0,3.8,344.0,86.0,204
F,QF,CM   ,EU,N ,P,0,0.0,3.8,344.0,86.0,204
F,QF,CM   ,EU,N ,P,0,0.0,3.8,344.0,86.0,204
F,QF,CS   ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QF,CS   ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QF,H    ,EU,N ,A,3,3.0,3.8,344.0,86.0,204
F,QF,H    ,EU,N ,A,3,3.0,3.8,344.0,86.0,204
F,QF,M    ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QF,M    ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QF,MV   ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QF,MV   ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QF,OT   ,EU,N ,A-,3,3.0,3.8,344.0,86.0,204
F,QF,OT   ,EU,N ,A-,3,3.0,3.8,344.0,86.0,204
F,QF,PSY  ,EU,N ,A,3,3.0,3.8,344.0,86.0,204
F,QF,PSY  ,EU,N ,A,3,3.0,3.8,344.0,86.0,204
F,QS,C    ,EU,N ,A,3,3.0,3.8,344.0,86.0,204
F,QS,C    ,EU,N ,A,3,3.0,3.8,344.0,86.0,204
F,QS,CM   ,EU,N ,P,0,0.0,3.8,344.0,86.0,204
F,QS,CM   ,EU,N ,P,0,0.0,3.8,344.0,86.0,204
F,QS,CM   ,EU,N ,N,0,0.0,3.8,344.0,86.0,204
F,QS,CM   ,EU,N ,N,0,0.0,3.8,344.0,86.0,204
F,QS,M    ,EU,N ,A+,1,1.0,3.8,344.0,86.0,204
F,QS,M    ,EU,N ,A+,1,1.0,3.8,344.0,86.0,204
F,QS,MP   ,EU,N ,A-,1,1.0,3.8,344.0,86.0,204
F,QS,MP   ,EU,N ,A-,1,1.0,3.8,344.0,86.0,204
F,QS,MV   ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QS,MV   ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QS,NT   ,EU,N ,B+,3,3.0,3.8,344.0,86.0,204
F,QS,NT   ,EU,N ,B+,3,3.0,3.8,344.0,86.0,204
F,QS,NT   ,EU,N ,A-,3,3.0,3.8,344.0,86.0,204
F,QS,NT   ,EU,N ,A-,3,3.0,3.8,344.0,86.0,204
F,QS,PHL  ,EU,N ,A,3,3.0,3.8,344.0,86.0,204
F,QS,PHL  ,EU,N ,A,3,3.0,3.8,344.0,86.0,204
F,QW,CM   ,EU,N ,P,0,0.0,3.8,344.0,86.0,204
F,QW,CM   ,EU,N ,P,0,0.0,3.8,344.0,86.0,204
F,QW,CM   ,EU,N ,P,0,0.0,3.8,344.0,86.0,204
F,QW,CM   ,EU,N ,P,0,0.0,3.8,344.0,86.0,204
F,QW,EN   ,EU,N ,B+,3,3.0,3.8,344.0,86.0,204
F,QW,EN   ,EU,N ,B+,3,3.0,3.8,344.0,86.0,204
F,QW,H    ,EU,N ,B,3,3.0,3.8,344.0,86.0,204
F,QW,H    ,EU,N ,B,3,3.0,3.8,344.0,86.0,204
F,QW,M    ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QW,M    ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QW,M    ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QW,M    ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QW,MV   ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QW,MV   ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QW,NT   ,EU,N ,A,3,3.0,3.8,344.0,86.0,204
F,QW,NT   ,EU,N ,A,3,3.0,3.8,344.0,86.0,204
F,QW,PHL  ,EU,N ,B+,3,3.0,3.8,344.0,86.0,204
F,QW,PHL  ,EU,N ,B+,3,3.0,3.8,344.0,86.0,204
F,QW,SOC  ,EU,N ,A-,3,3.0,3.8,344.0,86.0,204
F,QW,SOC  ,EU,N ,A-,3,3.0,3.8,344.0,86.0,204
F,QF,C    ,EU,N ,A-,3,3.0,3.8,344.0,86.0,204
F,QF,C    ,EU,N ,A-,3,3.0,3.8,344.0,86.0,204
F,QF,CM   ,EU,N ,P,0,0.0,3.8,344.0,86.0,204
F,QF,CM   ,EU,N ,P,0,0.0,3.8,344.0,86.0,204
F,QF,H    ,EU,N ,A,3,3.0,3.8,344.0,86.0,204
F,QF,H    ,EU,N ,A,3,3.0,3.8,344.0,86.0,204
F,QF,M    ,EU,N ,P,1,1.0,3.8,344.0,86.0,204
F,QF,M    ,EU,N ,P,1,1.0,3.8,344.0,86.0,204
F,QF,M    ,EU,N ,A+,1,1.0,3.8,344.0,86.0,204
F,QF,M    ,EU,N ,A+,1,1.0,3.8,344.0,86.0,204
F,QF,M    ,EU,N ,A+,2,2.0,3.8,344.0,86.0,204
F,QF,M    ,EU,N ,A+,2,2.0,3.8,344.0,86.0,204
F,QF,M    ,EU,N ,A,3,3.0,3.8,344.0,86.0,204
F,QF,M    ,EU,N ,A,3,3.0,3.8,344.0,86.0,204
F,QF,MP   ,EU,N ,B,1,1.0,3.8,344.0,86.0,204
F,QF,MP   ,EU,N ,B,1,1.0,3.8,344.0,86.0,204
F,QF,MV   ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QF,MV   ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QS,CM   ,EU,N ,N,0,0.0,3.8,344.0,86.0,204
F,QS,CM   ,EU,N ,N,0,0.0,3.8,344.0,86.0,204
F,QS,M    ,EU,N ,A,4,4.0,3.8,344.0,86.0,204
F,QS,M    ,EU,N ,A,4,4.0,3.8,344.0,86.0,204
F,QS,M    ,EU,N ,A,2,2.0,3.8,344.0,86.0,204
F,QS,M    ,EU,N ,A,2,2.0,3.8,344.0,86.0,204
F,QS,M    ,EU,N ,P,1,1.0,3.8,344.0,86.0,204
F,QS,M    ,EU,N ,P,1,1.0,3.8,344.0,86.0,204
F,QS,M    ,EU,N ,AU,0,0.0,3.8,344.0,86.0,204
F,QS,M    ,EU,N ,AU,0,0.0,3.8,344.0,86.0,204
F,QS,M    ,EU,N ,B+,3,3.0,3.8,344.0,86.0,204
F,QS,M    ,EU,N ,B+,3,3.0,3.8,344.0,86.0,204
F,QS,M    ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QS,M    ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QS,MP   ,EU,N ,B,1,1.0,3.8,344.0,86.0,204
F,QS,MP   ,EU,N ,B,1,1.0,3.8,344.0,86.0,204
F,QS,MV   ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QS,MV   ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QW,CM   ,EU,N ,N,0,0.0,3.8,344.0,86.0,204
F,QW,CM   ,EU,N ,N,0,0.0,3.8,344.0,86.0,204
F,QW,M    ,EU,N ,B+,4,4.0,3.8,344.0,86.0,204
F,QW,M    ,EU,N ,B+,4,4.0,3.8,344.0,86.0,204
F,QW,M    ,EU,N ,A,2,2.0,3.8,344.0,86.0,204
F,QW,M    ,EU,N ,A,2,2.0,3.8,344.0,86.0,204
F,QW,M    ,EU,N ,P,1,1.0,3.8,344.0,86.0,204
F,QW,M    ,EU,N ,P,1,1.0,3.8,344.0,86.0,204
F,QW,M    ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QW,M    ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QW,M    ,EU,N ,A,2,2.0,3.8,344.0,86.0,204
F,QW,M    ,EU,N ,A,2,2.0,3.8,344.0,86.0,204
F,QW,M    ,EU,N ,A,3,3.0,3.8,344.0,86.0,204
F,QW,M    ,EU,N ,A,3,3.0,3.8,344.0,86.0,204
F,QW,MP   ,EU,N ,A-,1,1.0,3.8,344.0,86.0,204
F,QW,MP   ,EU,N ,A-,1,1.0,3.8,344.0,86.0,204
F,QW,MV   ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QW,MV   ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QF,BUS  ,EU,N ,A,3,3.0,3.8,344.0,86.0,204
F,QF,BUS  ,EU,N ,A,3,3.0,3.8,344.0,86.0,204
F,QF,CM   ,EU,N ,P,0,0.0,3.8,344.0,86.0,204
F,QF,CM   ,EU,N ,P,0,0.0,3.8,344.0,86.0,204
F,QF,M    ,EU,N ,A-,4,4.0,3.8,344.0,86.0,204
F,QF,M    ,EU,N ,A-,4,4.0,3.8,344.0,86.0,204
F,QF,M    ,EU,N ,A,2,2.0,3.8,344.0,86.0,204
F,QF,M    ,EU,N ,A,2,2.0,3.8,344.0,86.0,204
F,QF,M    ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QF,M    ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QF,M    ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QF,M    ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QF,M    ,EU,N ,P,3,3.0,3.8,344.0,86.0,204
F,QF,M    ,EU,N ,P,3,3.0,3.8,344.0,86.0,204
F,QF,MV   ,EU,N ,A-,1,1.0,3.8,344.0,86.0,204
F,QF,MV   ,EU,N ,A-,1,1.0,3.8,344.0,86.0,204
F,QF,NT   ,EU,N ,A-,3,3.0,3.8,344.0,86.0,204
F,QF,NT   ,EU,N ,A-,3,3.0,3.8,344.0,86.0,204
F,QS,BUS  ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QS,BUS  ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QS,CM   ,EU,N ,P,0,0.0,3.8,344.0,86.0,204
F,QS,CM   ,EU,N ,P,0,0.0,3.8,344.0,86.0,204
F,QS,CM   ,EU,N ,P,0,0.0,3.8,344.0,86.0,204
F,QS,CM   ,EU,N ,P,0,0.0,3.8,344.0,86.0,204
F,QS,M    ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QS,M    ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QS,M    ,EU,N ,P,3,3.0,3.8,344.0,86.0,204
F,QS,M    ,EU,N ,P,3,3.0,3.8,344.0,86.0,204
F,QS,M    ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QS,M    ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QS,MG   ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QS,MG   ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QS,MV   ,EU,N ,B+,2,2.0,3.8,344.0,86.0,204
F,QS,MV   ,EU,N ,B+,2,2.0,3.8,344.0,86.0,204
F,QS,SPAN ,EU,N ,P,3,3.0,3.8,344.0,86.0,204
F,QS,SPAN ,EU,N ,P,3,3.0,3.8,344.0,86.0,204
F,QW,C    ,EU,N ,A,3,3.0,3.8,344.0,86.0,204
F,QW,C    ,EU,N ,A,3,3.0,3.8,344.0,86.0,204
F,QW,CM   ,EU,N ,P,0,0.0,3.8,344.0,86.0,204
F,QW,CM   ,EU,N ,P,0,0.0,3.8,344.0,86.0,204
F,QW,M    ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
F,QW,M    ,EU,N ,A,1,1.0,3.8,344.0,86.0,204
