Student ID,GENDER,YR_CDE,TRM_CDE,Dept,CourseID,Delivery,CRS_TITLE,ATH_TEAM_MEMBR,Grade,HRS_ATTEMPTED,HRS_EARNED,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2001,QW,M    ,302,EU,Music Practicum ,N ,P,1,1,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2001,QW,M    ,321,EU,Concert Choir ,N ,A,1,1,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2001,QW,M    ,342,EU,New Creation ,N ,A,2,2,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2001,QW,M    ,352,EU,Music Ministry Leadership ,N ,A,3,3,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2001,QW,MP   ,272,EU,Private Piano ,N ,A-,1,1,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2001,QW,MV   ,382,EU,Private Voice For Majors ,N ,A,1,1,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2002,QF,BUS  ,101,EU,Business Principles And Practices ,N ,A,3,3,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2002,QF,CM   ,100,EU,Chapel ,N ,P,0,0,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2002,QF,M    ,104,EU,Music Theory III ,N ,A-,4,4,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2002,QF,M    ,114,EU,Ear Training III ,N ,A,2,2,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2002,QF,M    ,311,EU,Individual Conducting ,N ,A,1,1,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2002,QF,M    ,321,EU,Concert Choir ,N ,A,1,1,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2002,QF,M    ,401,EU,Music Internship ,N ,P,3,3,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2002,QF,MV   ,481,EU,Private Voice For Majors ,N ,A-,1,1,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2002,QF,NT   ,410,EU,Biblical Theology ,N ,A-,3,3,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2002,QS,BUS  ,321,EU,Introduction To Whitewater Rafting ,N ,A,1,1,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2002,QS,CM   ,100,EU,Chapel ,N ,P,0,0,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2002,QS,CM   ,105,EU,Service Learning ,N ,P,0,0,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2002,QS,M    ,313,EU,Individual Conducting ,N ,A,1,1,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2002,QS,M    ,403,EU,Music Internship ,N ,P,3,3,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2002,QS,M    ,421,EU,Concert Choir ,N ,A,1,1,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2002,QS,MG   ,473,EU,Private Guitar For Non-Majors ,N ,A,1,1,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2002,QS,MV   ,483,EU,Private Voice For Majors ,N ,B+,2,2,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2002,QS,SPAN ,199,EU,Intensive First-Year Refresher Spanish,N ,P,3,3,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2002,QW,C    ,425,EU,Intercultural Communication ,N ,A,3,3,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2002,QW,CM   ,100,EU,Chapel ,N ,P,0,0,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2002,QW,M    ,312,EU,Individual Conducting ,N ,A,1,1,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2002,QW,M    ,402,EU,Music Internship ,N ,P,3,3,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2002,QW,M    ,421,EU,Concert Choir ,N ,A,1,1,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2002,QW,MV   ,482,EU,Private Voice For Majors ,N ,A-,2,2,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2002,QW,OT   ,301,EU,The 8Th Century Prophets ,N ,A,3,3,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2004,SP,BUS  ,370,EU,Legal and Ethical Issues In Businessand Management,N ,AU,0,0,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2004,SP,MATH ,315,EU,Applied Statistics ,N ,AU,0,0,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2005,FA,BUS  ,500,EU,Management Theory And Practice ,N ,A,2,2,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2005,FA,BUS  ,515,EU,Group Dynamics In Organizations ,N ,B+,2,2,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2005,FA,BUS  ,530,EU,Marketing Management ,N ,A,2,2,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2005,SP,BUS  ,570,EU,Christian Ethics In Business ,N ,B,2,2,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2005,SP,BUS  ,580,EU,Quantitative Methods ,N ,B+,2,2,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2005,SP,COMM ,580,EU,Communications In Organizations ,N ,A,2,2,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2005,SU,BUS  ,560,OL,Managment Of Information Systems ,N ,B,2,2,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2005,SU,BUS  ,615,OL,Management Of Human Resources ,N ,B,2,2,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2005,SU,ECON ,555,EU,Managerial Economics ,N ,B+,2,2,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2006,FA,ACTG ,543,EU,Managerial Accounting ,N ,A-,2,2,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2006,FA,BUS  ,610,EU,Operations And Service Management ,N ,B,2,2,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2006,FA,BUS  ,675,EU,Christian Leadership And Service ,N ,A,2,2,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2006,SP,BUS  ,550,OL,Financial Management ,N ,A-,2,2,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2006,SP,BUS  ,619,OL,Global Management ,N ,A-,2,2,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2006,SP,BUS  ,690,OL,Project/Thesis ,N ,P,2,2,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2006,SU,BUS  ,507,OL,Entrepreneurship ,N ,A,2,2,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2006,SU,BUS  ,691,OL,Project/Thesis ,N ,NULL,1,0,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2006,SU,BUS  ,699,OL,Strategic Management ,N ,B-,2,2,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2016,SU,BUS  ,530,OL,Marketing Strategy ,N ,A,3,3,
E023CFAC-011C-4952-9AFC-F61BDB1C969E,F,2017,FA,BUS  ,690,EU,Business Portfolio ,N ,P,1,1,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2000,QF,C    ,111,EU,Interpretive Speech ,N ,A,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2000,QF,CM   ,100,EU,Chapel ,N ,P,0,0,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2000,QF,CM   ,105,EU,Service Learning ,N ,P,0,0,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2000,QF,M    ,111,EU,Music Appreciation ,N ,A,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2000,QF,NT   ,115,EU,Nt Themes And Personalities ,N ,A,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2000,QF,PHL  ,201,EU,Elementary Logic ,N ,A-,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2000,QS,CM   ,100,EU,Chapel ,N ,P,0,0,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2000,QS,NT   ,407,EU,Mark ,N ,A,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2000,QS,NT   ,410,EU,Biblical Theology ,N ,A,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2000,QS,OT   ,115,EU,Ot Themes And Personalities ,N ,A-,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2000,QS,SOC  ,309,EU,Living World Religions ,N ,A,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2000,QW,CM   ,100,EU,Chapel ,N ,P,0,0,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2000,QW,H    ,331,EU,History Of Christianity ,N ,B+,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2000,QW,NT   ,201,EU,Life Of Christ ,N ,A,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2000,QW,OT   ,301,EU,The 8Th Century Prophets ,N ,A-,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2000,QW,PSY  ,201,EU,General Psychology ,N ,A,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2001,QF,BIOL ,110,EU,General Biology (Lab) ,N ,A,4,4,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2001,QF,CM   ,100,EU,Chapel ,N ,P,0,0,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2001,QF,EC   ,201,EU,Microeconomics ,N ,A-,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2001,QF,H    ,105,EU,History Of Western Civilization ,N ,A,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2001,QF,H    ,335,EU,History Of Christianity In America ,N ,A,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2001,QS,C    ,211,EU,Introduction To Communication ,N ,A-,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2001,QS,CIS  ,121,EU,Micro Computer Applications ,N ,A+,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2001,QS,CM   ,100,EU,Chapel ,N ,P,0,0,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2001,QS,CM   ,105,EU,Service Learning ,N ,P,0,0,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2001,QS,GS   ,140,EU,Survey Of The Sciences ,N ,A,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2001,QS,NT   ,304,EU,Acts and The Pauline Epistles ,N ,A+,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2001,QW,ANTH ,204,EU,Cultural Anthropology ,N ,A,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2001,QW,CM   ,100,EU,Chapel ,N ,P,0,0,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2001,QW,CM   ,105,EU,Service Learning ,N ,P,0,0,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2001,QW,H    ,106,EU,History Of Western Civilization ,N ,A-,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2001,QW,PHL  ,205,EU,Ethics ,N ,A,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2001,QW,WR   ,122,OL,English Composition ,N ,A,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2002,QF,CM   ,100,EU,Chapel ,N ,P,0,0,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2002,QF,NT   ,305,EU,Epistle To The Romans ,N ,A+,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2002,QF,OT   ,341,EU,Wisdom Literature ,N ,A+,4,4,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2002,QS,CM   ,100,EU,Chapel ,N ,P,0,0,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2002,QS,CM   ,321,EU,Evangelism And Church Growth II ,N ,A+,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2002,QS,H    ,332,EU,History Of Christianity II ,N ,A,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2002,QS,NT   ,330,EU,Book Of Revelation ,N ,A,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2002,QW,CM   ,100,EU,Chapel ,N ,P,0,0,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2002,QW,CM   ,320,EU,Evangelism And Church Growth I ,N ,A+,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2002,QW,FA   ,221,EU,Worship And Fine Arts ,N ,A,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2002,QW,OT   ,321,EU,The Book Of Job ,N ,A,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2003,QF,BTH  ,499,EU,Senior Capstone ,N ,A,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2003,QF,CM   ,100,EU,Chapel ,N ,P,0,0,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2003,QF,CM   ,371,EU,Beginning Homiletics ,N ,A,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2003,QF,CM   ,495,EU,Christian Ministry Internship ,N ,P,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2003,QF,GRK  ,301,EU,Greek ,N ,A,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2003,QS,BTH  ,407,EU,Art Of Theology ,N ,A,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2003,QS,CM   ,100,EU,Chapel ,N ,P,0,0,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2003,QS,CM   ,373,EU,Beginning Homiletics ,N ,A,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2003,QS,CM   ,471,EU,Principles Of Ministerial Leadership,N ,A,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2003,QS,CM   ,495,EU,Christian Ministry Internship-Pastoral,N ,P,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2003,QS,GRK  ,303,EU,Greek ,N ,A-,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2003,QS,PHL  ,321,EU,Philosophy Of Religion ,N ,A,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2003,QW,BTH  ,407,EU,C.S. Lewis As Theologian ,N ,A,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2003,QW,CM   ,100,EU,Chapel ,N ,P,0,0,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2003,QW,CM   ,445,EU,Ministry To The Grieving ,N ,A,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2003,QW,CM   ,495,EU,Christian Ministry Internship-Pastoral,N ,P,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2003,QW,GRK  ,302,EU,Greek ,N ,A,3,3,
0AD96C1FD-D66-4B55-9A81-F80CA56EBF35,F,2003,QW,PHL  ,426,EU,Christian Ethics And Social Responsibility,N ,A,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2002,QF,CM   ,100,EU,Chapel ,N ,P,0,0,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2002,QF,CM   ,100,EU,Chapel ,N ,P,0,0,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2002,QF,H    ,105,EU,History Of Western Civilization ,N ,B,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2002,QF,H    ,105,EU,History Of Western Civilization ,N ,B,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2002,QF,H    ,335,EU,History Of Christianity In America ,N ,B-,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2002,QF,H    ,335,EU,History Of Christianity In America ,N ,B-,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2002,QF,NT   ,304,EU,Acts And The Pauline Epistles ,N ,C,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2002,QF,NT   ,304,EU,Acts And The Pauline Epistles ,N ,C,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2002,QF,PHL  ,201,EU,Elementary Logic ,N ,A-,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2002,QF,PHL  ,201,EU,Elementary Logic ,N ,A-,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2002,QS,BUS  ,321,EU,Introduction To Camping ,N ,A,1,1,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2002,QS,BUS  ,321,EU,Introduction To Camping ,N ,A,1,1,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2002,QS,C    ,211,EU,Introduction To Communication ,N ,B,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2002,QS,C    ,211,EU,Introduction To Communication ,N ,B,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2002,QS,GS   ,140,EU,Survey Of The Sciences ,N ,C,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2002,QS,GS   ,140,EU,Survey Of The Sciences ,N ,C,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2002,QS,NT   ,115,EU,Nt Themes And Personalities ,N ,B,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2002,QS,NT   ,115,EU,Nt Themes And Personalities ,N ,B,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2002,QS,SOC  ,201,EU,General Sociology ,N ,B,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2002,QS,SOC  ,201,EU,General Sociology ,N ,B,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2002,QS,WR   ,122,EU,English Composition ,N ,B,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2002,QS,WR   ,122,EU,English Composition ,N ,B,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2002,QW,CM   ,100,EU,Chapel ,N ,P,0,0,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2002,QW,CM   ,100,EU,Chapel ,N ,P,0,0,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2002,QW,CM   ,105,EU,Service Learning ,N ,N,0,0,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2002,QW,CM   ,105,EU,Service Learning ,N ,N,0,0,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2002,QW,EC   ,201,EU,Microeconomics ,N ,C-,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2002,QW,EC   ,201,EU,Microeconomics ,N ,C-,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2002,QW,LING ,290,EU,Introduction To Linguistics ,N ,A-,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2002,QW,LING ,290,EU,Introduction To Linguistics ,N ,A-,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2002,QW,OT   ,115,EU,Ot Themes And Personalities ,N ,C+,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2002,QW,OT   ,115,EU,Ot Themes And Personalities ,N ,C+,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2002,QW,PHL  ,205,EU,Ethics ,N ,A-,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2002,QW,PHL  ,205,EU,Ethics ,N ,A-,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QF,BUS  ,121,EU,Introduction To Fishing ,N ,B,1,1,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QF,BUS  ,121,EU,Introduction To Fishing ,N ,B,1,1,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QF,C    ,425,EU,Intercultural Communication ,N ,C-,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QF,C    ,425,EU,Intercultural Communication ,N ,C-,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QF,CM   ,100,EU,Chapel ,N ,N,0,0,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QF,CM   ,100,EU,Chapel ,N ,N,0,0,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QF,ED   ,350,EU,Developmental Perspectives For Teaching and Learning,N ,X,3,0,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QF,ED   ,350,EU,Developmental Perspectives For Teaching and Learning,N ,X,3,0,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QF,ED   ,351,EU,Technology For Teaching And Learning,N ,B-,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QF,ED   ,351,EU,Technology For Teaching And Learning,N ,B-,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QF,ED   ,352,EU,Literature For Teaching And Learning,N ,F,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QF,ED   ,352,EU,Literature For Teaching And Learning,N ,F,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QF,ED   ,353,EU,Ecology Of Schools ,N ,D,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QF,ED   ,353,EU,Ecology Of Schools ,N ,D,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QS,BTH  ,301,EU,The 8Th Century Prophets ,N ,D-,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QS,BTH  ,301,EU,The 8Th Century Prophets ,N ,D-,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QS,BTH  ,407,EU,Art Of Theology ,N ,B,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QS,BTH  ,407,EU,Art Of Theology ,N ,B,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QS,BUS  ,340,EU,Human Resource Management ,N ,A-,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QS,BUS  ,340,EU,Human Resource Management ,N ,A-,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QS,CIS  ,121,EU,Micro Computer Applications ,N ,F,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QS,CIS  ,121,EU,Micro Computer Applications ,N ,F,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QS,CM   ,100,EU,Chapel ,N ,N,0,0,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QS,CM   ,100,EU,Chapel ,N ,N,0,0,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QS,H    ,332,EU,History Of Christianity II ,N ,B,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QS,H    ,332,EU,History Of Christianity II ,N ,B,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QW,CIS  ,230,EU,Advanced Microsoft Office Applications,N ,W,3,0,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QW,CIS  ,230,EU,Advanced Microsoft Office Applications,N ,W,3,0,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QW,CM   ,100,EU,Chapel ,N ,P,0,0,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QW,CM   ,100,EU,Chapel ,N ,P,0,0,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QW,ED   ,360,EU,The Learner I ,N ,B,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QW,ED   ,360,EU,The Learner I ,N ,B,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QW,ED   ,362,EU,The Instructional Program I ,N ,D,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QW,ED   ,362,EU,The Instructional Program I ,N ,D,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QW,ED   ,364,EU,Classroom Relations I ,N ,F,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QW,ED   ,364,EU,Classroom Relations I ,N ,F,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QW,ED   ,366,EU,Elementary Practicum ,N ,P,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QW,ED   ,366,EU,Elementary Practicum ,N ,P,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QW,MATH ,130,EU,Math For Elementary Teachers I ,N ,W,3,0,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2003,QW,MATH ,130,EU,Math For Elementary Teachers I ,N ,W,3,0,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2004,FA,ACTG ,211,EU,Principles Of Accounting ,N ,B+,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2004,FA,ACTG ,211,EU,Principles Of Accounting ,N ,B+,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2004,FA,BUS  ,310,EU,Prin. Of Management and Leadership ,N ,B-,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2004,FA,BUS  ,310,EU,Prin. Of Management and Leadership ,N ,B-,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2004,FA,CIS  ,121,EU,Micro Computer Applications ,N ,B+,2,2,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2004,FA,CIS  ,121,EU,Micro Computer Applications ,N ,B+,2,2,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2004,FA,CM   ,100,EU,Chapel ,N ,P,0,0,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2004,FA,CM   ,100,EU,Chapel ,N ,P,0,0,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2004,FA,MATH ,110,EU,College Mathematics ,N ,C,4,4,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2004,FA,MATH ,110,EU,College Mathematics ,N ,C,4,4,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2004,FA,MKTG ,330,EU,Marketing ,N ,A,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2004,FA,MKTG ,330,EU,Marketing ,N ,A,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2004,SP,ACTG ,213,EU,Managerial Accounting ,N ,A,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2004,SP,ACTG ,213,EU,Managerial Accounting ,N ,A,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2004,SP,BUS  ,370,EU,Legal and Ethical Issues In Businessand Management,N ,B+,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2004,SP,BUS  ,370,EU,Legal and Ethical Issues In Businessand Management,N ,B+,3,3,
BA02C3D2A-7B5-4A65-8D84-0655CDA83346,F,2004,SP,BUS  ,415,EU,Group And Organizational Behavior ,N ,A,3,3,
