ID,GENDER,YR_CDE,TRM_CDE,Dept,CourseID,Delivery,CRS_TITLE,ATH_TEAM_MEMBR,Grade,HRS_ATTEMPTED,HRS_EARNED,Unnamed: 12,ENTRY_DTE,EXIT_DTE,EXIT_REASON,DEGREE_DESC,MAJOR_MINOR_DESC,career_gpa
A2978426-4DDD-4238-9171-F7709D3599CA,M,2001,QF,CM   ,100,EU,Chapel ,N ,P,0,0.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2001,QF,CM   ,105,EU,Service Learning ,N ,N,0,0.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2001,QF,CS   ,101,EU,Freshman Seminar ,N ,B+,1,1.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2001,QF,FA   ,121,EU,Art Appreciation ,N ,C,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2001,QF,NT   ,115,EU,Nt Themes And Personalities ,N ,B,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2001,QF,PHL  ,201,EU,Elementary Logic ,N ,B,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2001,QF,WR   ,121,EU,English Composition ,N ,B,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2001,QS,CIS  ,121,EU,Micro Computer Applications ,N ,A-,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2001,QS,CM   ,100,EU,Chapel ,N ,P,0,0.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2001,QS,GEOL ,307,EU,Oceanography (Lab) ,N ,C+,4,4.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2001,QS,GS   ,140,EU,Survey Of The Sciences ,N ,D,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2001,QS,H    ,335,EU,History Of Christianity In America ,N ,C,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2001,QS,MATH ,105,EU,Introduction To Contemporary Math I ,N ,B,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2001,QS,PE   ,103,EU,Basketball ,N ,A+,1,1.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2001,QW,CM   ,100,EU,Chapel ,N ,N,0,0.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2001,QW,MATH ,90,EU,Intermediate Algebra ,N ,,4,0.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2001,QW,MCP  ,101,EU,Class Piano I ,N ,B,1,1.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2001,QW,PE   ,102,EU,Basketball ,N ,A+,1,1.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2001,QW,PHL  ,205,EU,Ethics ,N ,B,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2001,QW,PS   ,201,EU,U.S. Government ,N ,B+,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2001,QW,WR   ,122,OL,English Composition ,N ,C+,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2002,QF,BUS  ,101,EU,Business Principles And Practices ,N ,B+,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2002,QF,BUS  ,333,EU,Principles Of Management ,N ,C-,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2002,QF,CM   ,100,EU,Chapel ,N ,P,0,0.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2002,QF,H    ,105,EU,History Of Western Civilization ,N ,P,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2002,QF,MATH ,106,EU,Introduction To Contemporary Math II,N ,B-,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2002,QW,C    ,112,EU,Interpretive Speech II (Lab) ,N ,A,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2002,QW,CM   ,100,EU,Chapel ,N ,N,0,0.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2002,QW,H    ,106,EU,History Of Western Civilization ,N ,P,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2002,QW,MG   ,172,EU,Private Guitar ,N ,B+,1,1.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2002,QW,NT   ,201,OL,Life Of Christ ,N ,C+,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2002,QW,OT   ,115,EU,Ot Themes And Personalities ,N ,C,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2003,QF,ACTG ,211,EU,Principles Of Accounting ,N ,A,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2003,QF,BTH  ,301,EU,The 8Th Century Prophets ,N ,F,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2003,QF,BUS  ,305,EU,Marketing ,N ,C+,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2003,QF,C    ,330,EU,Interpersonal Communication ,N ,B,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2003,QF,CM   ,100,EU,Chapel ,N ,P,0,0.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2003,QF,EC   ,201,EU,Microeconomics ,N ,C,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2003,QF,MG   ,271,IS,Private Guitar For Non-Majors ,N ,A,1,1.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2003,QS,BUS  ,340,EU,Human Resource Management ,N ,A-,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2003,QS,BUS  ,415,EU,Operations Management ,N ,B-,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2003,QS,BUS  ,420,EU,Managerial Finance ,N ,B,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2003,QS,CM   ,100,EU,Chapel ,N ,P,0,0.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2003,QS,EC   ,202,EU,Macroeconomics ,N ,B,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2003,QW,ACTG ,213,EU,Managerial Accounting ,N ,B,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2003,QW,BTH  ,210,EU,I And II Corinthians ,N ,C,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2003,QW,BTH  ,301,OL,The 8Th Century Prophets ,N ,D,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2003,QW,C    ,211,EU,Introduction To Communication ,N ,C+,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2003,QW,CM   ,100,EU,Chapel ,N ,P,0,0.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2003,QW,EN   ,241,EU,Fiction ,N ,C,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2003,QW,PSY  ,201,EU,General Psychology ,N ,C+,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2004,FA,BUS  ,314,EU,Organizational Theory And Design ,N ,B,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2004,FA,BUS  ,437,EU,Market Research ,N ,B+,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2004,FA,CM   ,100,EU,Chapel ,N ,P,0,0.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2004,FA,CM   ,110,EU,Service Learning ,N ,P,0,0.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2004,FA,MATH ,315,EU,Applied Statistics ,N ,C+,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2004,FA,SOC  ,200,EU,Introduction To Sociology ,N ,B+,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2004,SP,BUS  ,334,EU,Advertising And Promotion ,N ,A,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2004,SP,BUS  ,370,EU,Legal and Ethical Issues In Businessand Management,N ,A,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2004,SP,BUS  ,415,EU,Group And Organizational Behavior ,N ,B,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2004,SP,CM   ,100,EU,Chapel ,N ,P,0,0.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2004,SP,COMM ,420,EU,Intercultural Communication ,N ,A-,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2005,FA,BTH  ,310,EU,Acts Of The Apostles ,N ,B,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2005,FA,BUS  ,336,EU,Retail Administration ,N ,B,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2005,FA,BUS  ,419,EU,Management Of International Business,N ,B,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2005,FA,BUS  ,495,EU,Business Internship ,N ,P,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2005,FA,CM   ,100,EU,Chapel ,N ,N,0,0.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2005,SP,BUS  ,335,EU,Sales Strategy ,N ,A,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2005,SP,BUS  ,495,EU,Business Internship (R) ,N ,P,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2005,SP,BUS  ,499,EU,Business Strategy And Policy ,N ,A,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2005,SP,MIS  ,360,EU,Management Of Information Technology,N ,A-,3,3.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
A2978426-4DDD-4238-9171-F7709D3599CA,M,2003,XX,XXX  ,XXX  ,,Quarter To SemesterQuarter To Semester,N ,X,0,0.0,,,5/5/2006,Graduated,Bachelor of Arts,Business Administration,2.87
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2001,QF,C    ,211,EU,Introduction To Communication ,N ,A,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2001,QF,CM   ,100,EU,Chapel ,N ,P,0,0.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2001,QF,CS   ,101,EU,Freshman Seminar ,N ,A,1,1.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2001,QF,MATH ,90,EU,Intermediate Algebra ,N ,,4,0.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2001,QF,PHL  ,201,EU,Elementary Logic ,N ,A-,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2001,QF,PSY  ,201,EU,General Psychology ,N ,A+,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2001,QF,WR   ,121,EU,English Composition ,N ,A-,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2001,QS,CIS  ,121,EU,Micro Computer Applications ,N ,A+,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2001,QS,CM   ,100,EU,Chapel ,N ,P,0,0.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2001,QS,FA   ,121,EU,Art Appreciation ,N ,A-,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2001,QS,MATH ,106,EU,Introduction To Contemporary Math II,N ,A,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2001,QS,MCP  ,102,EU,Class Piano II ,N ,A,1,1.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2001,QS,OT   ,115,OL,Ot Themes And Personalities ,N ,A,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2001,QS,PSY  ,205,EU,Writing In The Social Sciences ,N ,A,2,2.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2001,QS,PSY  ,207,EU,Careers In Psychology ,N ,B,1,1.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2001,QW,BUS  ,101,EU,Introduction To Business ,N ,A,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2001,QW,CM   ,100,EU,Chapel ,N ,P,0,0.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2001,QW,MATH ,105,EU,Introduction To Contemporary Mathematics,N ,A,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2001,QW,NT   ,115,EU,Nt Themes And Personalities ,N ,A-,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2001,QW,SOC  ,201,EU,General Sociology ,N ,A,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2001,QW,WR   ,122,OL,English Composition ,N ,B+,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2002,QF,BUS  ,310,EU,Business Statistics ,N ,B+,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2002,QF,BUS  ,333,EU,Principles Of Management ,N ,B,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2002,QF,CM   ,100,EU,Chapel ,N ,P,0,0.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2002,QF,EC   ,201,EU,Microeconomics ,N ,A,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2002,QF,H    ,105,EU,History Of Western Civilization ,N ,A,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2002,QF,NT   ,305,EU,Epistle To The Romans ,N ,A-,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2002,QS,ANTH ,322,EU,Church And Culture ,N ,B,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2002,QS,C    ,330,OL,Interpersonal Communication ,N ,B-,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2002,QS,CM   ,100,EU,Chapel ,N ,P,0,0.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2002,QS,CM   ,105,EU,Service Learning ,N ,N,0,0.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2002,QS,GEOL ,307,EU,Oceanography (Lab) ,N ,B,4,4.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2002,QS,NT   ,304,EU,Acts and The Pauline Epistles ,N ,B+,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2002,QS,OT   ,301,EU,The 8Th Century Prophets ,N ,A-,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2002,QW,CM   ,100,EU,Chapel ,N ,P,0,0.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2002,QW,CM   ,105,EU,Service Learning ,N ,P,0,0.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2002,QW,EN   ,241,EU,Fiction ,N ,A+,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2002,QW,H    ,106,EU,History Of Western Civilization ,N ,A-,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2002,QW,NT   ,201,EU,Life Of Christ ,N ,A-,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2002,QW,PHL  ,205,EU,Ethics ,N ,A,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2002,QW,PS   ,201,EU,U.S. Government ,N ,A+,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2003,QF,ACTG ,211,EU,Principles Of Accounting ,N ,A-,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2003,QF,BTH  ,303,EU,Synoptic Gospels ,N ,A-,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2003,QF,BTH  ,410,EU,Biblical Theology ,N ,A-,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2003,QF,BUS  ,305,EU,Marketing ,N ,A-,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2003,QF,C    ,111,EU,Interpretive Speech (Lab) ,N ,A,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2003,QF,CM   ,100,EU,Chapel ,N ,P,0,0.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2003,QF,CM   ,105,EU,Service Learning ,N ,P,0,0.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2003,QS,BTH  ,407,EU,Art Of Theology ,N ,A-,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2003,QS,BUS  ,420,EU,Managerial Finance ,N ,B,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2003,QS,BUS  ,495,EU,Management Internship (N) ,N ,P,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2003,QS,CM   ,100,EU,Chapel ,N ,P,0,0.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2003,QS,EC   ,202,EU,Macroeconomics ,N ,B,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2003,QS,GS   ,110,EU,Science Technology and Society ,N ,A-,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2003,QS,H    ,335,EU,History Of Christianity In America ,N ,B,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2003,QW,ACTG ,213,EU,Managerial Accounting ,N ,A,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2003,QW,BTH  ,210,EU,I And II Corinthians ,N ,B,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2003,QW,BTH  ,395,EU,Psalms ,N ,B+,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2003,QW,BTH  ,407,EU,C.S. Lewis As Theologian ,N ,B+,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2003,QW,BUS  ,360,EU,Management Of Information Technology,N ,A,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2003,QW,BUS  ,495,EU,Management Internship (N) ,N ,P,2,2.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2003,QW,CM   ,100,EU,Chapel ,N ,P,0,0.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2004,FA,ACTG ,341,EU,Intermediate Accounting I ,N ,A-,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2004,FA,ACTG ,345,EU,Managerial And Cost Accounting ,N ,A,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
D3529AC3-6C83-4DF8-9565-7E44D4DCBE2E,F,2004,FA,ACTG ,430,EU,Federal Income Tax ,N ,A,3,3.0,,,5/6/2005,Graduated,Bachelor of Arts,Business Administration,3.69
